time,09-Jan,09-Feb,09-Mar,09-Apr,09-May,09-Jun,09-Jul,09-Aug,09-Sep,09-Oct,09-Nov,09-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov,23-Dec,24-Jan,24-Feb,24-Mar,24-Apr,24-May,24-Jun,24-Jul,24-Aug,24-Sep,24-Oct,24-Nov,24-Dec,25-Jan,25-Feb,25-Mar,25-Apr,25-May,25-Jun,25-Jul,25-Aug,25-Sep,25-Oct
IPPI,83.9,84.3,84.6,84.3,83.3,83.7,83.2,83.6,83.2,82.9,83.6,83.6,84.1,84.1,84.1,84.5,84.8,84.2,84.1,84.4,85.1,85.8,86.6,87.4,88,89,90.5,91.4,91,91,91,91.7,92.1,91.5,91.8,90.9,91.4,92.1,92.6,92.7,92,91.5,91.1,91.2,92.2,92,91.7,91.4,91.8,93.1,92.9,91.9,91.8,92,92.1,92.5,92.2,91.8,91.9,92.6,94,95.1,95.6,95.4,94.8,94.9,94.7,94.9,94.6,94,93.7,92.2,92,93.8,94,93.2,93.7,94.2,94.9,94.5,94.1,93.7,93.4,93.2,93.6,92.7,92.1,91.7,92.7,93.5,93.8,93.5,93.8,94.6,95,95.2,95.9,96.1,96.9,97.4,97.6,96.5,95.1,95.4,95.1,96.1,97.6,97.5,98.1,98.3,99.2,99.8,101,101.6,101.3,100.8,101,101.1,100.2,99.5,99.1,99.4,100.6,101.5,101.4,99.9,99.6,99.8,99.7,99.7,99.8,100,100,100,98.9,97,97.9,98,99.1,100.1,100.8,100.9,100.5,102.1,104.3,107.4,109.2,111.5,114.8,115,115,114.6,116,117.6,117.6,118.2,121.3,124.6,129,130.5,132.7,131.6,128.4,126.5,126.3,129.2,128.2,127.1,127.1,126.4,126.2,125.9,125.2,124.3,124.3,126.5,127,125.8,125.3,123.3,123.3,124.6,125.7,127.7,128,127.9,127.9,126.7,125.6,127.1,127.8,128.3,130.3,131.1,131.4,130.4,129.7,130.2,131,131.4,132.7,134.7
