time,USD_AUD,USD_EUR,USD_GBP,USD_KRW,USD_SEK,USD_BRL,USD_CNY,USD_JPY,USD_MXN,USD_INR,USD_THB,USD_CAD
1971-01-04,0.898714838,,0.417745843,,5.1643,,,357.73,,,,1.0109
1971-01-05,0.898311175,,0.417553969,,5.1628,,,357.81,,,,1.0102
1971-01-06,0.897666068,,0.417240372,,5.1614,,,357.86,,,,1.0106
1971-01-07,0.897827258,,0.41731002,,5.1649,,,357.87,,,,1.0148
1971-01-08,0.89895721,,0.417153346,,5.1631,,,357.82,,,,1.0154
1971-01-11,0.896700143,,0.416805602,,5.1642,,,357.95,,,,1.0159
1971-01-12,0.89637863,,0.416649306,,5.1643,,,358.06,,,,1.013
1971-01-13,0.895656068,,0.416302402,,5.1615,,,358.44,,,,1.0122
1971-01-14,0.893734918,,0.415437664,,5.1625,,,358.4,,,,1.0133
1971-01-15,0.894294402,,0.415679428,,5.164,,,358.4,,,,1.0135
1971-01-18,0.894534395,,0.415765841,,5.1651,,,358.29,,,,1.0126
1971-01-19,0.893415528,,0.415265147,,5.1657,,,358.35,,,,1.0111
1971-01-20,0.893415528,,0.415282392,,5.1636,,,358.4,,,,1.0115
1971-01-21,0.89301661,,0.415075544,,5.1648,,,358.27,,,,1.0109
1971-01-22,0.892538379,,0.414886114,,5.1626,,,357.9,,,,1.0117
1971-01-25,0.890947969,,0.41413012,,5.1626,,,357.73,,,,1.0111
1971-01-26,0.89047195,,0.413907285,,5.164,,,357.78,,,,1.0107
1971-01-27,0.89047195,,0.413890154,,5.1635,,,357.79,,,,1.0101
1971-01-28,0.890154887,,0.413753155,,5.1653,,,357.83,,,,1.009
1971-01-29,0.88999644,,0.413667577,,5.1675,,,357.72,,,,1.008
1971-02-01,0.889600569,,0.413496527,,5.1778,,,357.67,,,,1.0076
1971-02-02,0.889679715,,0.413547827,,5.1778,,,357.55,,,,1.0087
1971-02-03,0.889600569,,0.413496527,,5.1742,,,357.54,,,,1.0085
1971-02-04,0.890234132,,0.413787396,,5.1733,,,357.51,,,,1.0078
1971-02-05,0.890947969,,0.41413012,,5.1784,,,357.53,,,,1.0078
1971-02-08,0.889679715,,0.413530725,,5.1813,,,357.49,,,,1.0083
1971-02-09,0.890789239,,0.41406153,,5.1811,,,357.5,,,,1.0083
1971-02-10,0.890551251,,0.413924417,,5.1799,,,357.5,,,,1.0086
1971-02-11,0.890551251,,0.413941551,,5.1778,,,357.5,,,,1.0086
1971-02-16,0.889284126,,0.413342702,,5.1752,,,357.53,,,,1.0084
1971-02-17,0.889284126,,0.413342702,,5.1706,,,357.53,,,,1.0087
1971-02-18,0.889363216,,0.413376876,,5.17,,,357.53,,,,1.0076
1971-02-19,0.889363216,,0.413393964,,5.1692,,,357.56,,,,1.0066
1971-02-22,0.889284126,,0.413359788,,5.1664,,,357.6,,,,1.0043
1971-02-23,0.889284126,,0.413342702,,5.161,,,357.55,,,,1.0035
1971-02-24,0.889284126,,0.413342702,,5.1631,,,357.6,,,,1.0075
1971-02-25,0.889838049,,0.413616247,,5.1652,,,357.56,,,,1.0066
1971-02-26,0.89047195,,0.413907285,,5.1652,,,357.56,,,,1.007
1971-03-01,0.890392663,,0.413873024,,5.1631,,,357.63,,,,1.0076
1971-03-02,0.889600569,,0.413496527,,5.1638,,,357.56,,,,1.0071
1971-03-03,0.889284126,,0.413342702,,5.1622,,,357.49,,,,1.0073
1971-03-04,0.889758875,,0.413582034,,5.1631,,,357.45,,,,1.0064
1971-03-05,0.889600569,,0.413513625,,5.1631,,,357.59,,,,1.0047
1971-03-08,0.889284126,,0.413359788,,5.1635,,,357.55,,,,1.003
1971-03-09,0.889363216,,0.413428146,,5.1644,,,357.46,,,,1.004
1971-03-10,0.889284126,,0.413359788,,5.1625,,,357.59,,,,1.0036
1971-03-11,0.88944232,,0.413428146,,5.1636,,,357.56,,,,1.0049
1971-03-12,0.889284126,,0.413342702,,5.1626,,,357.58,,,,1.0056
1971-03-15,0.889284126,,0.413342702,,5.1626,,,357.54,,,,1.0059
1971-03-16,0.889600569,,0.413513625,,5.1623,,,357.49,,,,1.0052
1971-03-17,0.889205051,,0.413325618,,5.1613,,,357.53,,,,1.0056
1971-03-18,0.889363216,,0.413393964,,5.1625,,,357.56,,,,1.0065
1971-03-19,0.889363216,,0.413393964,,5.1621,,,357.56,,,,1.0077
1971-03-22,0.889284126,,0.413342702,,5.1617,,,357.44,,,,1.0079
1971-03-23,0.889284126,,0.413342702,,5.162,,,357.53,,,,1.0078
1971-03-24,0.889205051,,0.413325618,,5.1613,,,357.53,,,,1.0076
1971-03-25,0.889600569,,0.413479429,,5.1626,,,357.47,,,,1.007
1971-03-26,0.88944232,,0.413428146,,5.1637,,,357.47,,,,1.0074
1971-03-29,0.889205051,,0.413325618,,5.1648,,,357.44,,,,1.0075
1971-03-30,0.889679715,,0.413547827,,5.1631,,,357.49,,,,1.0082
1971-03-31,0.890154887,,0.413770275,,5.1624,,,357.42,,,,1.0081
1971-04-01,0.890947969,,0.41413012,,5.1645,,,357.49,,,,1.0076
1971-04-02,0.891821992,,0.414507772,,5.1644,,,357.53,,,,1.0073
1971-04-05,0.89047195,,0.413890154,,5.1646,,,357.5,,,,1.0071
1971-04-06,0.88944232,,0.413411055,,5.1628,,,357.46,,,,1.0062
1971-04-07,0.890154887,,0.413736036,,5.1637,,,357.55,,,,1.0069
1971-04-08,0.890234132,,0.413787396,,5.1653,,,357.55,,,,1.0071
1971-04-09,0.890234132,,0.413787396,,5.165,,,357.5,,,,1.0068
1971-04-12,0.890154887,,0.413753155,,5.1646,,,357.5,,,,1.0069
1971-04-13,0.890234132,,0.413787396,,5.1653,,,357.62,,,,1.0076
1971-04-14,0.889758875,,0.41356493,,5.1644,,,357.58,,,,1.0081
1971-04-15,0.889521437,,0.413445239,,5.1633,,,357.5,,,,1.0075
1971-04-16,0.889521437,,0.413462334,,5.1615,,,357.54,,,,1.0068
1971-04-19,0.889284126,,0.413342702,,5.1619,,,357.49,,,,1.0073
1971-04-20,0.889284126,,0.413342702,,5.1623,,,357.49,,,,1.0075
1971-04-21,0.889205051,,0.413291453,,5.1611,,,357.49,,,,1.0073
1971-04-22,0.889521437,,0.413445239,,5.162,,,357.49,,,,1.0076
1971-04-23,0.88944232,,0.413411055,,5.1612,,,357.49,,,,1.0085
1971-04-26,0.88944232,,0.413428146,,5.1624,,,357.5,,,,1.0092
1971-04-27,0.889363216,,0.413393964,,5.1615,,,357.49,,,,1.0095
1971-04-28,0.889205051,,0.413308535,,5.1615,,,357.5,,,,1.0089
1971-04-29,0.889284126,,0.413359788,,5.1616,,,357.41,,,,1.0086
1971-04-30,0.889284126,,0.413342702,,5.1614,,,357.4,,,,1.0091
1971-05-03,0.88944232,,0.413411055,,5.162,,,357.41,,,,1.0089
1971-05-04,0.889521437,,0.413479429,,5.1613,,,357.4,,,,1.009
1971-05-05,0.889205051,,0.413325618,,5.1673,,,357.4,,,,1.0074
1971-05-06,0.889521437,,0.413479429,,5.1724,,,357.41,,,,1.0074
1971-05-07,0.88944232,,0.413428146,,5.1726,,,357.41,,,,1.0069
1971-05-10,0.88999644,,0.41368469,,5.1683,,,357.14,,,,1.0084
1971-05-11,0.890075656,,0.413736036,,5.1731,,,357.44,,,,1.0084
1971-05-12,0.889679715,,0.413513625,,5.1714,,,357.53,,,,1.0083
1971-05-13,0.889679715,,0.413513625,,5.1655,,,357.49,,,,1.0089
1971-05-14,0.889521437,,0.413462334,,5.1664,,,357.49,,,,1.0089
1971-05-17,0.889284126,,0.413342702,,5.1634,,,357.4,,,,1.0089
1971-05-18,0.889363216,,0.413393964,,5.1622,,,357.44,,,,1.0089
1971-05-19,0.889205051,,0.413325618,,5.1645,,,357.4,,,,1.0095
1971-05-20,0.889284126,,0.413342702,,5.1649,,,357.46,,,,1.0093
1971-05-21,0.889205051,,0.413325618,,5.1645,,,357.4,,,,1.0092
1971-05-24,0.889205051,,0.413325618,,5.163,,,357.4,,,,1.009
1971-05-25,0.889363216,,0.413393964,,5.1644,,,357.4,,,,1.0091
1971-05-26,0.889205051,,0.413325618,,5.1632,,,357.44,,,,1.0086
1971-05-27,0.88944232,,0.413445239,,5.1653,,,357.4,,,,1.0093
1971-05-28,0.889838049,,0.41359914,,5.1648,,,357.4,,,,1.0101
1971-06-01,0.890392663,,0.413873024,,5.1661,,,357.46,,,,1.0126
1971-06-02,0.890154887,,0.413736036,,5.1675,,,357.4,,,,1.0134
1971-06-03,0.88944232,,0.413428146,,5.165,,,357.46,,,,1.0185
1971-06-04,0.889363216,,0.413393964,,5.1645,,,357.4,,,,1.0174
1971-06-07,0.889284126,,0.413359788,,5.1639,,,357.4,,,,1.0161
1971-06-08,0.88944232,,0.413428146,,5.164,,,357.4,,,,1.0179
1971-06-09,0.889205051,,0.413325618,,5.1626,,,357.4,,,,1.0186
1971-06-10,0.889284126,,0.413342702,,5.1632,,,357.4,,,,1.0239
1971-06-11,0.889205051,,0.413325618,,5.162,,,357.4,,,,1.0239
1971-06-14,0.889521437,,0.413462334,,5.1628,,,357.4,,,,1.0232
1971-06-15,0.889521437,,0.413445239,,5.1651,,,357.46,,,,1.0248
1971-06-16,0.889284126,,0.413342702,,5.1643,,,357.46,,,,1.0244
1971-06-17,0.88944232,,0.413411055,,5.1626,,,357.46,,,,1.0242
1971-06-18,0.889363216,,0.413376876,,5.1625,,,357.4,,,,1.0225
1971-06-21,0.889363216,,0.413376876,,5.1621,,,357.4,,,,1.0242
1971-06-22,0.889363216,,0.413393964,,5.1614,,,357.4,,,,1.0243
1971-06-23,0.889205051,,0.413308535,,5.1586,,,357.4,,,,1.0234
1971-06-24,0.889363216,,0.413376876,,5.1593,,,357.4,,,,1.0242
1971-06-25,0.889363216,,0.413376876,,5.1585,,,357.4,,,,1.0233
1971-06-28,0.889521437,,0.413479429,,5.1613,,,357.37,,,,1.0221
1971-06-29,0.889363216,,0.413393964,,5.1591,,,357.39,,,,1.023
1971-06-30,0.889205051,,0.413291453,,5.1588,,,357.4,,,,1.0235
1971-07-01,0.88944232,,0.413393964,,5.16,,,357.4,,,,1.0232
1971-07-02,0.88944232,,0.413393964,,5.1616,,,357.4,,,,1.0226
1971-07-06,0.889679715,,0.413547827,,5.1638,,,357.45,,,,1.023
1971-07-07,0.889521437,,0.413445239,,5.1634,,,357.46,,,,1.0233
1971-07-08,0.889521437,,0.413479429,,5.1652,,,357.46,,,,1.023
1971-07-09,0.889600569,,0.413513625,,5.1661,,,357.4,,,,1.023
1971-07-12,0.889679715,,0.413530725,,5.168,,,357.41,,,,1.0231
1971-07-13,0.889758875,,0.41356493,,5.1682,,,357.44,,,,1.0231
1971-07-14,0.889521437,,0.413445239,,5.1643,,,357.4,,,,1.023
1971-07-15,0.889521437,,0.413445239,,5.1605,,,357.4,,,,1.0227
1971-07-16,0.88944232,,0.413411055,,5.1621,,,357.4,,,,1.0228
1971-07-19,0.889679715,,0.413513625,,5.1634,,,357.39,,,,1.0222
1971-07-20,0.889679715,,0.413530725,,5.1614,,,357.39,,,,1.0203
1971-07-21,0.889363216,,0.413376876,,5.1594,,,357.4,,,,1.02
1971-07-22,0.88944232,,0.413428146,,5.16,,,357.37,,,,1.0175
1971-07-23,0.88944232,,0.413393964,,5.1597,,,357.36,,,,1.0151
1971-07-26,0.889758875,,0.41356493,,5.1609,,,357.4,,,,1.0176
1971-07-27,0.889838049,,0.41359914,,5.1607,,,357.37,,,,1.0205
1971-07-28,0.889600569,,0.413479429,,5.1596,,,357.4,,,,1.0221
1971-07-29,0.889600569,,0.413496527,,5.1599,,,357.4,,,,1.0207
1971-07-30,0.889600569,,0.413496527,,5.1591,,,357.39,,,,1.0188
1971-08-02,0.889917238,,0.413650465,,5.16,,,357.41,,,,1.0193
1971-08-03,0.890075656,,0.413736036,,5.1615,,,357.37,,,,1.0195
1971-08-04,0.889284126,,0.413342702,,5.1593,,,357.37,,,,1.0185
1971-08-05,0.889679715,,0.413513625,,5.1596,,,357.37,,,,1.0168
1971-08-06,0.889600569,,0.413479429,,5.1597,,,357.37,,,,1.0186
1971-08-09,0.889284126,,0.413359788,,5.1598,,,357.35,,,,1.0063
1971-08-10,0.889521437,,0.413445239,,5.1624,,,357.39,,,,1.0128
1971-08-11,0.889125989,,0.413274373,,5.1614,,,357.35,,,,1.0143
1971-08-12,0.889205051,,0.413291453,,5.163,,,357.4,,,,1.0132
1971-08-13,0.889205051,,0.413308535,,5.1593,,,357.35,,,,1.0119
1971-08-16,,,,,,,,,,,,1.0098
1971-08-17,,,,,,,,,,,,1.0067
1971-08-18,,,,,,,,,,,,1.0087
1971-08-19,,,,,,,,,,,,1.0112
1971-08-20,,,,,,,,,,,,1.0113
1971-08-23,0.88354833,,0.410677618,,5.1053,,,,,,,1.0128
1971-08-24,0.880049283,,0.409048145,,5.0889,,,,,,,1.0143
1971-08-25,0.875043752,,0.406685916,,5.0855,,,,,,,1.0121
1971-08-26,0.870170553,,0.404481657,,5.0787,,,,,,,1.0106
1971-08-27,0.871231922,,0.404973069,,5.0671,,,,,,,1.01
1971-08-30,0.871763578,,0.405235645,,5.0633,,,,,,,1.0135
1971-08-31,0.876731545,,0.407581007,,5.0793,,,339.85,,,,1.0142
1971-09-01,0.876501008,,0.407481358,,5.0933,,,341.01,,,,1.0162
1971-09-02,0.875426771,,0.406901042,,5.0879,,,338.98,,,,1.0143
1971-09-03,0.874737579,,0.406669378,,5.0807,,,340.14,,,,1.0146
1971-09-07,0.875120329,,0.406785177,,5.0839,,,339.79,,,,1.0162
1971-09-08,0.875120329,,0.40676863,,5.0913,,,339.39,,,,1.0161
1971-09-09,0.875043752,,0.406718998,,5.0913,,,339.07,,,,1.0157
1971-09-10,0.874814102,,0.406636304,,5.0897,,,338.81,,,,1.0159
1971-09-13,0.874508089,,0.406471019,,5.0845,,,338.98,,,,1.0161
1971-09-14,0.872219799,,0.405350628,,5.0798,,,338.24,,,,1.0153
1971-09-15,0.870700914,,0.404710834,,5.0747,,,338.41,,,,1.0141
1971-09-16,0.870700914,,0.404694456,,5.0736,,,337.84,,,,1.0142
1971-09-17,0.870322019,,0.404530744,,5.0715,,,337.95,,,,1.0136
1971-09-20,0.869565217,,0.40415471,,5.0656,,,337.27,,,,1.012
1971-09-21,0.86986778,,0.404318117,,5.0581,,,337.34,,,,1.0122
1971-09-22,0.869565217,,0.404203719,,5.0599,,,337.44,,,,1.0119
1971-09-23,0.867302689,,0.403144527,,5.058,,,337.27,,,,1.0092
1971-09-24,0.866626224,,0.402819738,,5.0314,,,336.98,,,,1.0066
1971-09-27,0.867302689,,0.403177035,,5.047,,,336.25,,,,1.0098
1971-09-28,0.868206286,,0.403518683,,5.0452,,,336.36,,,,1.0099
1971-09-29,0.866175834,,0.402608906,,5.0355,,,335.57,,,,1.0098
1971-09-30,0.865875833,,0.402463074,,5.0273,,,335.35,,,,1.0093
1971-10-01,0.864304235,,0.401735497,,5.0176,,,333.39,,,,1.0091
1971-10-04,0.864378944,,0.401783921,,5.0163,,,333.17,,,,1.0082
1971-10-05,0.864229539,,0.401703222,,5.0201,,,333.14,,,,1.0079
1971-10-06,0.8645284,,0.401896954,,5.013,,,332.65,,,,1.0075
1971-10-07,0.864229539,,0.401703222,,5.0177,,,332.61,,,,1.0062
1971-10-08,0.86400553,,0.403193291,,5.0176,,,332.37,,,,1.0057
1971-10-12,0.864154857,,0.401687086,,5.0221,,,330.52,,,,1.0054
1971-10-13,0.864304235,,0.401751637,,5.0272,,,331.4,,,,1.0056
1971-10-14,0.864154857,,0.403128275,,5.0314,,,330.85,,,,1.0045
1971-10-15,0.864378944,,0.401783921,,5.0302,,,330.58,,,,1.0051
1971-10-18,0.864229539,,0.401703222,,5.0286,,,329.6,,,,1.0045
1971-10-19,0.864229539,,0.401719359,,5.0256,,,330.85,,,,1.0036
1971-10-20,0.863632438,,0.401412974,,5.0263,,,331.07,,,,1.0034
1971-10-21,0.863259669,,0.401268007,,5.0262,,,330.79,,,,1.0034
1971-10-22,0.863110651,,0.401171421,,5.0217,,,330.36,,,,1.0007
1971-10-26,0.862663906,,0.40096231,,5.0164,,,329,,,,1.0019
1971-10-27,0.862440707,,0.40088194,,5.0173,,,329.54,,,,1.0013
1971-10-28,0.862663906,,0.400994466,,5.0176,,,329.71,,,,1.0017
1971-10-29,0.863557858,,0.40138075,,5.0196,,,329.5,,,,1.0036
1971-11-01,0.863110651,,0.401171421,,5.0247,,,329.45,,,,1.0054
1971-11-03,0.863036161,,0.401123145,,5.0226,,,329.5,,,,1.0036
1971-11-04,0.863036161,,0.401155327,,5.0245,,,330.87,,,,1.0042
1971-11-05,0.86281277,,0.401026628,,5.0196,,,329.16,,,,1.0048
1971-11-08,0.862961685,,0.401107055,,5.022,,,329.22,,,,1.0058
1971-11-09,0.863110651,,0.401187515,,5.0207,,,329.16,,,,1.006
1971-11-10,0.863110651,,0.401203611,,5.0207,,,329.11,,,,1.0053
1971-11-11,0.862887221,,0.401058795,,5.0203,,,329.11,,,,1.0048
1971-11-12,0.862738331,,0.401010547,,5.0136,,,329.49,,,,1.0045
1971-11-15,0.862961685,,0.401123145,,5.0136,,,328.73,,,,1.0038
1971-11-16,0.863036161,,0.401139235,,5.0094,,,328.62,,,,1.0034
1971-11-17,0.862738331,,0.400994466,,5.0074,,,328.8,,,,1.0037
1971-11-18,0.86281277,,0.401042711,,5.0088,,,328.68,,,,1.0036
1971-11-19,0.862663906,,0.400994466,,5.0044,,,328.4,,,,1.0027
1971-11-22,0.862738331,,0.401010547,,5.001,,,328.41,,,,1.0027
1971-11-23,0.862663906,,0.400978387,,4.9897,,,328.19,,,,1.0027
1971-11-24,0.86281277,,0.401042711,,4.9775,,,328.04,,,,1.0026
1971-11-26,0.862738331,,0.401010547,,4.9565,,,327.6,,,,1.0027
1971-11-29,0.862663906,,0.400994466,,4.9427,,,327.06,,,,1.0027
1971-11-30,0.862738331,,0.401010547,,4.957,,,327.44,,,,1.0036
1971-12-01,0.862663906,,0.400978387,,4.9346,,,327.6,,,,1.003
1971-12-02,0.862961685,,0.401123145,,4.926,,,326,,,,1.0027
1971-12-03,0.861103935,,0.400240144,,4.9257,,,325.1,,,,1.0026
1971-12-06,0.861326443,,0.40035231,,4.9128,,,326.53,,,,1.001
1971-12-07,0.860215054,,0.399824077,,4.8888,,,323.62,,,,1.0011
1971-12-08,0.85785365,,0.398739982,,4.89,,,323.5,,,,0.9997
1971-12-09,0.854554777,,0.397219464,,4.8959,,,323.52,,,,0.9978
1971-12-10,0.854408749,,0.397109046,,4.8972,,,323.1,,,,0.9957
1971-12-13,0.854116843,,0.39698293,,4.8969,,,322.79,,,,0.9967
1971-12-14,0.854116843,,0.39699869,,4.8968,,,322.58,,,,0.9971
1971-12-15,0.853970965,,0.396951413,,4.8924,,,321.54,,,,0.9969
1971-12-16,0.853825137,,0.396872644,,4.8909,,,320,,,,0.9973
1971-12-17,0.850629466,,0.395381939,,4.8924,,,320.36,,,,0.9967
1971-12-20,,,,,,,,,,,,0.9933
1971-12-21,,,0.391588675,,4.8715,,,314.98,,,,0.9967
1971-12-22,0.842389015,,0.391573342,,4.8729,,,314.96,,,,0.9985
1971-12-23,0.842886042,,0.392387679,,4.8796,,,315.01,,,,1.0004
1971-12-24,0.842389015,,0.392510892,,4.8742,,,315.21,,,,1.0006
1971-12-27,0.841609157,,0.392433875,,4.889,,,314.96,,,,1.0002
1971-12-28,0.841821702,,0.392572528,,4.8896,,,315.01,,,,1.0014
1971-12-29,0.841184388,,0.392557117,,4.9019,,,315.21,,,,1.0019
1971-12-30,0.841255153,,0.39160401,,4.8838,,,315.01,,,,1.0008
1971-12-31,0.841255153,,0.39184953,,4.8631,,,315.01,,,,1.0024
1972-01-03,0.839630563,,0.39184953,,4.8544,,,314.86,,,,1.0041
1972-01-04,0.840336134,,0.392079984,,4.855,,,314.96,,,,1.0052
1972-01-05,0.8399832,,0.392003136,,4.852,,,314.86,,,,1.005
1972-01-06,0.8399832,,0.392126108,,4.8514,,,312.01,,,,1.005
1972-01-07,0.8399832,,0.392126108,,4.8479,,,312.5,,,,1.0068
1972-01-10,0.8399832,,0.392187623,,4.8298,,,312.99,,,,1.0093
1972-01-11,0.839630563,,0.39231071,,4.8353,,,314.47,,,,1.0085
1972-01-12,0.840336134,,0.392095358,,4.8309,,,313.48,,,,1.0076
1972-01-13,0.839278221,,0.391527348,,4.8286,,,313.97,,,,1.0071
1972-01-14,0.838222967,,0.388802488,,4.8216,,,312.99,,,,1.0061
1972-01-17,0.838926174,,0.386847195,,4.8135,,,313.38,,,,1.0045
1972-01-18,0.838926174,,0.387596899,,4.8144,,,312.89,,,,1.0065
1972-01-19,0.838926174,,0.387581877,,4.8077,,,312.79,,,,1.0061
1972-01-20,0.841750842,,0.387371683,,4.8077,,,312.01,,,,1.0065
1972-01-21,0.839630563,,0.387236679,,4.8077,,,312.3,,,,1.0063
1972-01-24,0.839278221,,0.386503305,,4.806,,,312.21,,,,1.0056
1972-01-25,0.839278221,,0.386055669,,4.8065,,,311.82,,,,1.0046
1972-01-26,0.839630563,,0.386189851,,4.8077,,,311.53,,,,1.0046
1972-01-27,0.839630563,,0.386055669,,4.8088,,,310.08,,,,1.0045
1972-01-28,0.839630563,,0.385891796,,4.8077,,,310.46,,,,1.0046
1972-01-31,0.839630563,,0.385549601,,4.8054,,,310.56,,,,1.0056
1972-02-01,0.839630563,,0.384644973,,4.8077,,,310.37,,,,1.0063
1972-02-02,0.839630563,,0.383626808,,4.7985,,,308.55,,,,1.0058
1972-02-03,0.839630563,,0.383936113,,4.7973,,,309.12,,,,1.0057
1972-02-04,0.839630563,,0.384615385,,4.8054,,,308.64,,,,1.0058
1972-02-07,0.839630563,,0.384186868,,4.8019,,,308.17,,,,1.006
1972-02-08,0.839630563,,0.384068825,,4.7973,,,307.69,,,,1.0065
1972-02-09,0.839630563,,0.383877159,,4.7962,,,304.79,,,,1.0058
1972-02-10,0.839630563,,0.38374458,,4.7939,,,304.69,,,,1.0057
1972-02-11,0.839630563,,0.383803493,,4.7962,,,304.69,,,,1.0057
1972-02-14,0.839630563,,0.385326757,,4.8031,,,304.23,,,,1.0057
1972-02-15,0.839630563,,0.385549601,,4.8031,,,304.14,,,,1.005
1972-02-16,0.839630563,,0.383950854,,4.7985,,,303.95,,,,1.0047
1972-02-17,0.839630563,,0.383877159,,4.7778,,,303.95,,,,1.0045
1972-02-18,0.839630563,,0.383803493,,4.7755,,,303.49,,,,1.004
1972-02-22,0.839630563,,0.383877159,,4.7847,,,302.85,,,,1.0034
1972-02-23,0.839630563,,0.383700407,,4.7847,,,302.48,,,,1.0047
1972-02-24,0.839630563,,0.383582662,,4.7881,,,302.11,,,,1.0025
1972-02-25,0.839630563,,0.383818224,,4.7927,,,302.48,,,,1.0025
1972-02-28,0.839630563,,0.383774034,,4.7927,,,303.95,,,,1.0028
1972-02-29,0.839630563,,0.38374458,,4.7927,,,303.4,,,,1.0012
1972-03-01,0.839630563,,0.383759306,,4.787,,,303.21,,,,1.001
1972-03-02,0.839630563,,0.383759306,,4.7847,,,303.03,,,,1.0006
1972-03-03,0.839630563,,0.383479695,,4.7801,,,302.66,,,,1.0004
1972-03-06,0.839630563,,0.382965686,,4.7755,,,302.75,,,,0.9974
1972-03-07,0.839630563,,0.3814901,,4.7653,,,302.3,,,,0.9971
1972-03-08,0.839630563,,0.380850821,,4.7596,,,302.02,,,,0.9969
1972-03-09,0.839630563,,0.378214826,,4.7326,,,301.66,,,,0.9962
1972-03-10,0.839630563,,0.378658791,,4.7506,,,301.93,,,,0.9971
1972-03-13,0.839630563,,0.378974495,,4.7438,,,302.3,,,,0.9989
1972-03-14,0.839630563,,0.380372765,,4.7574,,,302.21,,,,1.0003
1972-03-15,0.839630563,,0.381533766,,4.7687,,,302.11,,,,1.0011
1972-03-16,0.839630563,,0.381679389,,4.7664,,,302.02,,,,1.0006
1972-03-17,0.839630563,,0.383141762,,4.779,,,302.11,,,,1.0008
1972-03-20,0.839630563,,0.383068378,,4.7893,,,302.3,,,,0.9996
1972-03-21,0.839630563,,0.382043935,,4.7733,,,302.11,,,,0.9973
1972-03-22,0.839630563,,0.382146133,,4.7687,,,302.11,,,,0.9978
1972-03-23,0.839630563,,0.38320049,,4.787,,,301.93,,,,0.999
1972-03-24,0.839630563,,0.383656244,,4.7927,,,302.3,,,,0.9987
1972-03-27,0.839630563,,0.383039032,,4.7881,,,302.57,,,,0.9966
1972-03-28,0.839630563,,0.382409178,,4.7778,,,302.85,,,,0.9961
1972-03-29,0.839630563,,0.382262997,,4.7687,,,303.77,,,,0.9966
1972-03-30,0.839630563,,0.382379933,,4.779,,,303.77,,,,0.9972
1972-03-31,0.839630563,,0.382219164,,4.7801,,,304.32,,,,0.9977
1972-04-03,0.839630563,,0.382262997,,4.7801,,,304.14,,,,0.9983
1972-04-04,0.839630563,,0.38273117,,4.7778,,,304.97,,,,0.9979
1972-04-05,0.839630563,,0.382848392,,4.7824,,,305.16,,,,0.9969
1972-04-06,0.839630563,,0.383244548,,4.7824,,,304.88,,,,0.9964
1972-04-07,0.839630563,,0.383318001,,4.7847,,,303.21,,,,0.997
1972-04-10,0.839630563,,0.383406181,,4.7841,,,302.11,,,,0.997
1972-04-11,0.839630563,,0.382921693,,4.7801,,,302.3,,,,0.9969
1972-04-12,0.839630563,,0.38277512,,4.7793,,,302.43,,,,0.997
1972-04-13,0.839630563,,0.383112405,,4.7824,,,302.57,,,,0.9968
1972-04-14,0.839630563,,0.383347389,,4.7835,,,302.94,,,,0.9972
1972-04-17,0.839630563,,0.383406181,,4.7847,,,302.57,,,,0.9967
1972-04-18,0.839630563,,0.383612091,,4.791,,,302.39,,,,0.997
1972-04-19,0.839630563,,0.383612091,,4.7939,,,302.94,,,,0.9969
1972-04-20,0.839630563,,0.383244548,,4.7847,,,303.03,,,,0.9961
1972-04-21,0.839630563,,0.383376783,,4.787,,,303.21,,,,0.9945
1972-04-24,0.839630563,,0.383156443,,4.787,,,305.16,,,,0.9933
1972-04-25,0.839630563,,0.382980353,,4.7813,,,304.32,,,,0.992
1972-04-26,0.839630563,,0.382995021,,4.7824,,,303.77,,,,0.9917
1972-04-27,0.839630563,,0.38290703,,4.7778,,,304.23,,,,0.9923
1972-04-28,0.839630563,,0.382995021,,4.7755,,,304.88,,,,0.9924
1972-05-01,0.839630563,,0.382995021,,4.7744,,,304.41,,,,0.9935
1972-05-02,0.839630563,,0.38302436,,4.7733,,,304.23,,,,0.9931
1972-05-03,0.839630563,,0.382921693,,4.7721,,,304.32,,,,0.992
1972-05-04,0.839630563,,0.382965686,,4.7676,,,304.23,,,,0.992
1972-05-05,0.839630563,,0.383068378,,4.7676,,,304.32,,,,0.9921
1972-05-08,0.839630563,,0.383039032,,4.7664,,,305.06,,,,0.9922
1972-05-09,0.839630563,,0.382570106,,4.7596,,,304.97,,,,0.9917
1972-05-10,0.839630563,,0.382379933,,4.7506,,,303.77,,,,0.991
1972-05-11,0.839630563,,0.38273117,,4.7529,,,303.58,,,,0.9896
1972-05-12,0.839630563,,0.382701875,,4.754,,,303.86,,,,0.9899
1972-05-15,0.839630563,,0.38281908,,4.754,,,304.32,,,,0.9901
1972-05-16,0.839630563,,0.382951021,,4.7574,,,304.41,,,,0.9911
1972-05-17,0.839630563,,0.382614019,,4.7529,,,304.51,,,,0.9893
1972-05-18,0.839630563,,0.382628659,,4.7506,,,304.6,,,,0.9887
1972-05-19,0.839630563,,0.382672585,,4.7506,,,304.04,,,,0.9886
1972-05-22,0.839630563,,0.382657942,,4.7483,,,304.41,,,,0.9882
1972-05-23,0.839630563,,0.38273117,,4.7483,,,304.23,,,,0.9876
1972-05-24,0.839630563,,0.382657942,,4.7377,,,304.32,,,,0.9838
